tweet,label
"@TruthToPeace @BetalJuice @Th2shay @Michael__Baskin @AndyStill11 @BgoerckeRobert @noe_enklere @tattooedsaint1 @Ronsonit @SamLevinson8 @dlsmith0817 @NKippur @Josh_Pactor @P3ng1z @Ronisonit @LavBaalDevarim @Scroobydoo2 @Israel__Defense @dezi555 @IreneMinkema @Pakeha56 @emmettimanu @manoflamatzah @xz944tpnqq @manifesto2000 @anabelle3022 @momento82983363 @kevinadiamond @Tiredoftrollsuf @LuckyManAlways @BoomerangTime @ahmedyoussef810 @Brad_Spielman @feminist_beast @WeinsteinDr @speedymc67 @garybkatz @kirkrellsworth @IloveBush43 @IDFsoldiergirl @eye_seeeee @karmorEMES @MedYou41332288 @BlueGreenberg @LoveFreeBeer @JewishAntiZion @spellerwiix @RubberD24181723 @wiseduck2 @elonmusk No, but not everyone knows about the derogatory meaning of Zio, while everyone knows that ‘nigger’ is an insult",
nigger,
@Nox_PW @golfinassgolfer Hahahahahahahaha !!!! lol nigger boy!!!! I’ll never be stopped Hahahahahahahahaha,
"RT @okaputu11: A lot of people who  recommend The Alchemist, Capitalist Nigger, The Psychology of Money, have actually not read those books. Funny how people  do this__",
ANCESTORS are From JUDIAN HERITAGE & just because THE CAUCASIAN RACE IN America has been calling ASIATIC people Black or African American or NEGRO OR NIGGER since they got HERE on SLAVE SHIPS & IN CHAINS.. DON'T MAKE THOSE NAMES TRUE & BLACK IS NOT A NATIONALITY..FACT'S,
RT @SPEentertainmen: A real nigger don't give up easily !!! We grown up on many obstacles we build our music career in the darkess but we still survive and the almighty still giving us another chance to breath . Thank God for another day and say ameen. #TRYME new music https://twitter.com/SPEentertainmen/status/1592590009659707393/photo/1,
A real nigger don't give up easily !!! We grown up on many obstacles we build our music career in the darkess but we still survive and the almighty still giving us another chance to breath . Thank God for another day and say ameen. #TRYME new music https://twitter.com/SPEentertainmen/status/1592590009659707393/photo/1,
RT @lukeyism: TL sleep? Cambridge Analytica/SCL Elections approached Mia Mottley & Lucille Moe in 2010 to manipulate the upcoming election. Mia & Moe ignored them and Cambridge Analytica called them “niggers” in internal emails https://twitter.com/JamesRehwald/status/1592204998255185920,
RT @semendemun: that nigger a munch,
that nigger a munch,
"RT @marsha_vivinate: 4/ One time Ms. Davis and her colleague covered the 1964 National Convention. Sitting in the bleacher’s someone in the crowd yelled, “Nigger what are you doing up there?” Mob grew angry “hurling repeated n#####r” epithets, throwing trash at her as she exited.",
RT @OneRandomNigga: Nigger cat 2 was a good movie fr,
"In the Hip Hop industry I don't think there will be an Era that surpasses "" The Fela In Versace "" Era, Nigger You're a __ !!!! « akaworldwide: https://twitter.com/akaworldwide/status/1592585768803131392/photo/1 — https://twitter.com/akaworldwide/status/1592585768803131392 »",
https://twitter.com/akaworldwide/status/1592585768803131392/photo/1,
@PedroMihovilce1 @MariaOrihuela13 Nigger Friday se puede decir ?,
Paul waul makes yall so happy every time he post like a bunch of niggers,
"RT @marsha_vivinate: 4/ One time Ms. Davis and her colleague covered the 1964 National Convention. Sitting in the bleacher’s someone in the crowd yelled, “Nigger what are you doing up there?” Mob grew angry “hurling repeated n#####r” epithets, throwing trash at her as she exited.",
@nowyweeq Nigger nie ma kurwa nie fair to jest,
@DailyLoud So pretty much tryna say I liked it better when your nigger ass listened and did what we asked for. Now that you want to do what’s best for you and do what you want to do it’s making all of us look like idiots for letting your black ass continue to do all this shit.,
RT @JasminGSB: MY DIAMONDS SO WHITE THEY CALL ME NIGGER,
"RT @marsha_vivinate: 4/ One time Ms. Davis and her colleague covered the 1964 National Convention. Sitting in the bleacher’s someone in the crowd yelled, “Nigger what are you doing up there?” Mob grew angry “hurling repeated n#####r” epithets, throwing trash at her as she exited.",
"RT @Phil_Lewis_: University of Kentucky student Sophia Rosing arrested and charged after assaulting another student who was at work and calling her a “nigger bitch”

https://www.wkyt.com/2022/11/06/uk-student-arrested-following-assault-campus/?outputType=amp https://twitter.com/Phil_Lewis_/status/1589362655802052609/video/1",
"White musicians die young = mysterious and idolized.

Black musicians die young = “nigger culture.”

And a lot of you BLACK MALES who push this narrative need to tighten the fuck up.

RIP to Takeoff",
@fjadeb awww it's oke hunny __ just say nigger,
"@Nalani_Flower @loveesinjai @xochoc_ Wow that’s crazy, she didn’t call anyone a nigger.",
ANCESTORS are From JUDIAN HERITAGE & just because THE CAUCASIAN RACE IN America has been calling ASIATIC people Black or African American or NEGRO OR NIGGER since they got HERE on SLAVE SHIPS & IN CHAINS.. DON'T MAKE THOSE NAMES TRUE & BLACK IS NOT A NATIONALITY..FACT'S.,
"2:44 p.m. Chicago time, 11/15/22 may the names and titles of those in the unit beneath mine who just now called me ""nigger"", and said I am ""one dead nigger"" be verified on local media please?",
"@fjadeb and you can say nigger now, elon sed suh",
"RT @marsha_vivinate: 4/ One time Ms. Davis and her colleague covered the 1964 National Convention. Sitting in the bleacher’s someone in the crowd yelled, “Nigger what are you doing up there?” Mob grew angry “hurling repeated n#####r” epithets, throwing trash at her as she exited.",
@LucidLeafyy @freakytf stfu nigger,
niggeR ______ « fuckofftwann: ??? https://twitter.com/1kdot_/status/1592036806253776896/video/1 — https://twitter.com/fuckofftwann/status/1592319943215026176 »,
"@YoItzIbro You are part of the problem, I m a brother,a father,a friend or I can be a straight up mean ass motherF!
But I'm not yours or anybodies nigger!!
We will not be seen by each other as men
If you keep thinking like your favorite racist.
You couldn't call me Native Black man?Why?",
@loveesinjai @xochoc_ Doesn’t even have a job in tech. She cheated on her tech certifications and she took all these ppl money and went and bought a Porsche truck. She then went online and called ppl “niggers” for not reporting to her that they got a tech job. The students called her out and asked for,
@uneblanca okay cs i thought i was the only one tired of NIGGERS,
"@visionz_beats @OvOBrezzzy Thanks for the likes, niggers __",
@MasculineTheory Capitalist Nigger by Chika Onyeane,
"RT @marsha_vivinate: 4/ One time Ms. Davis and her colleague covered the 1964 National Convention. Sitting in the bleacher’s someone in the crowd yelled, “Nigger what are you doing up there?” Mob grew angry “hurling repeated n#####r” epithets, throwing trash at her as she exited.",
RT @worsethangood: Dave Chappelle made y’all life when he said nigger on tv for 2 years straight .. but ohhh this is normalizing antisemitism.. jokes about groups of people is only funny when it’s niggas I guess,
Dave Chappelle made y’all life when he said nigger on tv for 2 years straight .. but ohhh this is normalizing antisemitism.. jokes about groups of people is only funny when it’s niggas I guess,
"Is the word 'Nigger' directed to one another in conversation acceptable? 

This term seems to be a norm these days in certain circles. Can you say it?",
@ushanotusher Translate In nigger pls,
"""There aren't niggers anymore, no dumb-as-shit, inbred white-trash fools either. Only dark meat and white meat. There's us and the dead. We survive this by pulling together, not apart."" « glenniferrhee: 18. whats your all time favorite quote from the show? — https://twitter.com/glenniferrhee/status/1592447445832982528 »",
18. whats your all time favorite quote from the show?,
I hate bad niggers,
"RT @marsha_vivinate: 4/ One time Ms. Davis and her colleague covered the 1964 National Convention. Sitting in the bleacher’s someone in the crowd yelled, “Nigger what are you doing up there?” Mob grew angry “hurling repeated n#####r” epithets, throwing trash at her as she exited.",
"RT @marsha_vivinate: 4/ One time Ms. Davis and her colleague covered the 1964 National Convention. Sitting in the bleacher’s someone in the crowd yelled, “Nigger what are you doing up there?” Mob grew angry “hurling repeated n#####r” epithets, throwing trash at her as she exited.",
"I'm submitting myself to @BREEDINBNNUY white fat cxck! i'm her nigger whore !

i love her white superior genes <3",
"@alxvlmdc @KohriAmari What??? ____ nigger is a derogatory derivative to a place in AFRICA, “Niger” … so chill bro. I’m sure y’all have slavery words too. Just look into it __",
@KremlinRussia_E NIGGERS,
RT @notasiskan: 5 niggers every game,
5 niggers every game,
@shannjann @StuckOnMarss I don’t remember seeing “Nigger Navy” either __,
RT @notasiskan: 5 niggers every game,
RT @notasiskan: 5 niggers every game,
RT @notasiskan: 5 niggers every game,
RT @notasiskan: 5 niggers every game,
"Nigger: The Strange Career of a Troublesome Word - with a New Introduction by the Author GJIGLCY

https://www.amazon.com/dp/B09668H9F7?tag=yuma0c-20 https://twitter.com/reillyavwuz/status/1592613419513188352/photo/1",
"@Arch_Revival_ honestly im white 
NIGGER",
@WeLoveYouZahir Why u forget nigger… i mean niger https://twitter.com/Zayysfuneral/status/1592612729504026624/photo/1,
RT @JasminGSB: MY DIAMONDS SO WHITE THEY CALL ME NIGGER,
@AyoDatsLingo nigger,
@slvt4indica Nigger,
Pull your pants up nigger https://twitter.com/BestsPOVTV/status/1592603280600801280,
"RT @RioReconizeReal: You a nigger when you walk out of the room of her family functions____ you deserve that__ « Zvbear: White women will uplift and support you everyday and tell you how handsome and funny you are 

While the You-Know-Who’s get their script from Love and HipHop while they berate and scold you — https://twitter.com/zvbear/status/1592288718446276610 »",
"You a nigger when you walk out of the room of her family functions____ you deserve that__ « Zvbear: White women will uplift and support you everyday and tell you how handsome and funny you are 

While the You-Know-Who’s get their script from Love and HipHop while they berate and scold you — https://twitter.com/zvbear/status/1592288718446276610 »",
@yoshimayo1 nigger,
"RT @marsha_vivinate: 4/ One time Ms. Davis and her colleague covered the 1964 National Convention. Sitting in the bleacher’s someone in the crowd yelled, “Nigger what are you doing up there?” Mob grew angry “hurling repeated n#####r” epithets, throwing trash at her as she exited.",
@bhadgurlrih Huyo Hadi siii Nigger huyo ni motion anaitwa titus,
NIGGER,
Why we u see a white person u always say “the white nigger” ……. Cuz Iss tru,
"Nancy Pelosi racist bitch, works at HRA, Job Placement Center where no nigger is not allowed to have an office position, only a broom stick, with a Havard/Yale Degree, since she took over, so me and the rest of my A-Wall team, ATeam ATeam ATeam « FoxNews: SILENCE SPEAKS VOLUMES: One former executive at the company said the network ""owes it to its audience to be truthful and not cover this up."" https://www.foxnews.com/media/nbc-news-miguel-almaguer-hasnt-appeared-on-air-since-paul-pelosi-report-was-mysteriously-retracted https://twitter.com/FoxNews/status/1592515274552627200/photo/1 — https://twitter.com/foxnews/status/1592515274552627200 »",
"SILENCE SPEAKS VOLUMES: One former executive at the company said the network ""owes it to its audience to be truthful and not cover this up."" https://www.foxnews.com/media/nbc-news-miguel-almaguer-hasnt-appeared-on-air-since-paul-pelosi-report-was-mysteriously-retracted https://twitter.com/FoxNews/status/1592515274552627200/photo/1",
@TwitterSupport @Twitter @elonmusk @ihateederson called me a nigger,
"RT @RioReconizeReal: You a nigger when you walk out of the room of her family functions____ you deserve that__ « Zvbear: White women will uplift and support you everyday and tell you how handsome and funny you are 

While the You-Know-Who’s get their script from Love and HipHop while they berate and scold you — https://twitter.com/zvbear/status/1592288718446276610 »",
the Starbucks worker just check my $50… that mean ise a nigger ae,
@barradings @beatrizrs___ nigger,
"You don’t wanna talk to me crazy with your cock in a Columbia University Freshman class ok _ you can’t afford the embarrassment, Calling out information? Who got this nigger digits???? Exposure please now__________ « TheLeoTerrell: A winner never quits. A quitter never wins. President Trump is a winner. #Trump2024 #RetireMitchMcConnell — https://twitter.com/theleoterrell/status/1592544693904347137 »",
